Name,Accuracy,Functions,Packages,Runtime,Functions_by_users
alejandrorivas-titanic-beginners-principiantes-espa-ol,0.744,"['summary', 'plot', 'set', 'as.character', 'as.factor', 'c', 'data.frame', 'factor', 'is.na', 'length', 'library', 'paste', 'prop.table', 'rbind', 'rep', 'sample', 'sapply', 'set.seed', 'strsplit', 'sub', 'sum', 'table', 'which', 'text', 'cforest', 'cforest_unbiased', 'randomForest', 'varImpPlot', 'rpart', 'aggregate', 'median', 'predict', 'read.csv', 'str', 'write.csv']","['rpart', 'rpart.plot', 'RColorBrewer', 'randomForest', 'party', 'base']",54.89250493049621,"['median', 'which', 'cforest', 'as.character', 'is.na', 'sub', 'prop.table', 'rpart', 'as.factor', 'summary', 'text', 'sapply', 'varImpPlot', 'rep', 'str', 'set.seed', 'factor', 'aggregate', 'length', 'read.csv', 'table', 'randomForest', 'c', 'rbind', 'paste', 'sample', 'plot', 'sum', 'predict', 'write.csv', 'data.frame', 'strsplit', 'user defined', 'library', 'cforest_unbiased']"
acrespop-titanic1,0.648,"['as.factor', 'data.frame', 'library', 'rep', 'summary', 'randomForest', 'read.csv', 'write.csv']","['randomForest', 'base']",1.7457590103149399,"['write.csv', 'data.frame', 'read.csv', 'randomForest', 'as.factor', 'summary', 'library', 'rep']"
ryukojin-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",27.7777800559998,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
krupan-exploring-survival-on-the-titanic,0.746,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'glm', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",29.3154668807983,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'glm', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'summary', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
tobybot11-toby-s-titanic-analysis,0.758,"['as.logical', 'data.frame', 'length', 'library', 'options', 'prop.table', 'rep', 'sum', 'summary', 'table', 'plot', 'text', 'fancyRpartPlot', 'rpart', 'aggregate', 'predict', 'head', 'read.csv', 'str', 'write.csv']","['rpart', 'rattle', 'rpart.plot', 'RColorBrewer', 'base']",0.7513480186462399,"['as.logical', 'options', 'prop.table', 'rpart', 'summary', 'text', 'rep', 'str', 'aggregate', 'length', 'read.csv', 'table', 'fancyRpartPlot', 'sum', 'plot', 'predict', 'write.csv', 'data.frame', 'head', 'library']"
zahraatashgahy-r-titanic-1,0.754,"['c', 'data.frame', 'factor', 'library', 'rpart', 'rpart.control', 'predict', 'read.csv', 'write.csv']","['rpart', 'base']",0.32872414588928195,"['factor', 'predict', 'write.csv', 'rpart.control', 'data.frame', 'read.csv', 'rpart', 'library', 'c']"
yuanwxu-exploring-survival-on-the-titanic,0.742,"['filter', 'as.factor', 'c', 'cat', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'table', 'bind_rows', 'aes', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'mosaicplot', 'par', 'complete', 'md.pattern', 'mice', 'dollar_format', 'glm', 'median', 'predict', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",25.6487650871277,"['labs', 'complete', 'median', 'lapply', 'md.pattern', 'cat', 'is.na', 'glm', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'summary', 'filter', 'sapply', 'mice', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'str', 'set.seed', 'gsub', 'factor', 'geom_bar', 'read.csv', 'table', 'par', 'scale_y_continuous', 'c', 'aes', 'paste', 'ifelse', 'sum', 'geom_vline', 'predict', 'dollar_format', 'write.csv', 'bind_rows', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
predact-easy-r-titanic-predictive-model,0.758,"['as.data.frame', 'as.factor', 'is.na', 'library', 'names', 'nrow', 'rbind', 'summary', 'table', 'aes', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_jitter', 'ggplot', 'ggtitle', 'theme_grey', 'randomForest', 'rpart', 'rpart.plot', 'as.formula', 'median', 'predict', 'head', 'read.csv', 'str', 'tail', 'write.csv']","['rpart', 'rpart.plot', 'ggplot2', 'randomForest', 'base']",2.6499490737915,"['nrow', 'as.formula', 'median', 'geom_jitter', 'is.na', 'names', 'geom_boxplot', 'rpart', 'as.factor', 'summary', 'str', 'geom_bar', 'read.csv', 'table', 'randomForest', 'as.data.frame', 'aes', 'theme_grey', 'tail', 'rbind', 'predict', 'write.csv', 'ggtitle', 'ggplot', 'geom_density', 'rpart.plot', 'head', 'library', 'facet_grid']"
hongviet2002-survived-on-titanic-board,0.751,"['as.character', 'c', 'data.frame', 'factor', 'is.na', 'library', 'rbind', 'sapply', 'strsplit', 'sub', 'substr', 'summary', 'rpart', 'rpart.control', 'prp', 'median', 'predict', 'head', 'read.csv', 'str', 'write.csv']","['ggplot2', 'readr', 'rpart', 'rpart.plot', 'base']",1.00110101699829,"['median', 'as.character', 'sub', 'is.na', 'rpart.control', 'rpart', 'summary', 'sapply', 'str', 'prp', 'factor', 'read.csv', 'c', 'rbind', 'predict', 'write.csv', 'data.frame', 'strsplit', 'head', 'substr', 'library']"
klashgari-titanic,0.242,"['apply', 'as.numeric', 'c', 'is.na', 'library', 'mean', 'sum', 'system', 'which', 'melt', 'rpart', 'formula', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'readr', 'caret', 'reshape2', 'rpart', 'base']",1.8825919628143302,"['formula', 'as.numeric', 'sum', 'predict', 'write.csv', 'mean', 'melt', 'apply', 'read.csv', 'rpart', 'which', 'library', 'c', 'is.na', 'system']"
abedben-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'complete', 'md.pattern', 'mice', 'randomForest', 'median', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'xgboost', 'base']",26.023470163345298,"['complete', 'median', 'lapply', 'md.pattern', 'cat', 'is.na', 'names', 'as.factor', 'filter', 'sapply', 'mice', 'set.seed', 'gsub', 'factor', 'read.csv', 'table', 'randomForest', 'c', 'paste', 'sum', 'predict', 'write.csv', 'bind_rows', 'data.frame', 'nlevels', 'strsplit', 'library']"
grapple-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",24.727892160415603,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
datadatum-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",30.815109968185396,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
wendyzhang1020-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",26.340848922729503,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'mice', 'set.seed', 'gsub', 'importance', 'factor', 'colnames', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
dralmostright-kaggle-titanic-first-kernel,0.766,"['set', 'as.factor', 'colnames', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.na', 'length', 'library', 'set.seed', 'sum', 'summary', 'table', 'which', 'train', 'trainControl', 'bind_rows', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_point', 'ggplot', 'ggtitle', 'labs', 'scale_fill_discrete', 'theme_minimal', 'xlab', 'ylab', 'legend', 'plot', 'rpart', 'predict', 'read.csv', 'str', 'write.csv']","['caret', 'randomForest', 'rpart', 'rpart.plot', 'corrplot', 'dplyr', 'base']",16.6963491439819,"['labs', 'which', 'coord_flip', 'is.na', 'scale_fill_discrete', 'rpart', 'as.factor', 'summary', 'str', 'set.seed', 'gsub', 'theme_minimal', 'factor', 'colnames', 'xlab', 'geom_bar', 'length', 'read.csv', 'table', 'train', 'aes', 'ylab', 'mutate', 'ifelse', 'sum', 'geom_point', 'legend', 'plot', 'predict', 'write.csv', 'bind_rows', 'ggtitle', 'data.frame', 'ggplot', 'user defined', 'library', 'trainControl', 'facet_grid']"
renegarxia-titanic-r,0.761,"['c', 'factor', 'ifelse', 'is.na', 'library', 'mean', 'set.seed', 'train', 'trainControl', 'predict', 'read.table', 'write.table']","['caret', 'randomForest', 'base']",6.63848209381104,"['factor', 'ifelse', 'predict', 'mean', 'read.table', 'write.table', 'library', 'trainControl', 'train', 'c', 'is.na', 'set.seed']"
danvargg-titanic-passenger-survival,0.739,"['as.factor', 'data.frame', 'dim', 'factor', 'library', 'sapply', 'set.seed', 'strsplit', 'naiveBayes', 'predict', 'head', 'read.csv', 'str', 'write.csv']","['e1071', 'caret', 'base']",2.3109791278839102,"['factor', 'dim', 'predict', 'write.csv', 'data.frame', 'strsplit', 'read.csv', 'naiveBayes', 'head', 'as.factor', 'library', 'sapply', 'str', 'set.seed']"
mohankanni-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",24.3265209197998,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'summary', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
a1112111a-neural-network-example-using-titanic-dataset,0.911,"['compute', 'as.factor', 'c', 'data.frame', 'factor', 'is.na', 'library', 'mean', 'print', 'round', 'row.names', 'sapply', 'sum', 'count', 'neuralnet', 'importance', 'randomForest', 'model.matrix', 'read.csv']","['dplyr', 'neuralnet', 'randomForest', 'base']",13.899517059326199,"['mean', 'is.na', 'print', 'count', 'as.factor', 'compute', 'sapply', 'round', 'importance', 'neuralnet', 'factor', 'model.matrix', 'read.csv', 'randomForest', 'row.names', 'c', 'sum', 'data.frame', 'library']"
johnlam-titanic-dataset-and-learning-decision-trees,0.758,"['filter', 'data.frame', 'dim', 'is.na', 'library', 'summary', 'which', 'train', 'trainControl', 'bind_rows', 'summarise', 'plot', 'fancyRpartPlot', 'rpart', 'median', 'predict', 'head', 'read.csv', 'str', 'write.csv']","['dplyr', 'rpart', 'rattle', 'rpart.plot', 'RColorBrewer', 'caret', 'base']",3.4213440418243395,"['summarise', 'median', 'which', 'is.na', 'rpart', 'summary', 'filter', 'str', 'dim', 'read.csv', 'train', 'fancyRpartPlot', 'plot', 'predict', 'write.csv', 'bind_rows', 'data.frame', 'head', 'library', 'trainControl']"
rkumar3147-exploring-survival-on-the-titanic1,0.502,"['classify', 'extractFamily', 'extractTitle', 'test_statistics', 'trainAndCrossValidate', 'all', 'any', 'as.character', 'c', 'cat', 'cbind', 'character', 'data.frame', 'factor', 'is.element', 'is.na', 'lapply', 'length', 'library', 'list', 'mean', 'nrow', 'rbind', 'Reduce', 'rep', 'return', 'round', 'sample', 'sapply', 'set.seed', 'strsplit', 'table', 'unique', 'which', 'svm', 'tune', 'tune.control', 'aes', 'geom_line', 'geom_point', 'ggplot', 'labs', 'melt', 'fitted', 'lm', 'poly', 'predict', 'read.csv', 'write.table']","['ggplot2', 'reshape2', 'e1071', 'base']",30.5755660533905,"['labs', 'nrow', 'list', 'mean', 'lapply', 'fitted', 'which', 'svm', 'cat', 'as.character', 'is.na', 'is.element', 'melt', 'poly', 'lm', 'round', 'sapply', 'rep', 'Reduce', 'set.seed', 'tune.control', 'factor', 'unique', 'character', 'length', 'read.csv', 'table', 'return', 'c', 'aes', 'all', 'any', 'rbind', 'sample', 'geom_point', 'predict', 'data.frame', 'strsplit', 'ggplot', 'write.table', 'user defined', 'library', 'cbind', 'tune', 'geom_line']"
chdhatri-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",29.1900417804718,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
lich070192-titanic-test,0.763,"['as.factor', 'c', 'colnames', 'data.frame', 'factor', 'is.na', 'lapply', 'library', 'names', 'paste0', 'round', 'row.names', 'set.seed', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'geom_bar', 'geom_text', 'ggplot', 'labs', 'theme_few', 'hist', 'legend', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'median', 'predict', 'reorder', 'head', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",3.1647961139678995,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'dense_rank', 'is.na', 'names', 'theme_few', 'as.factor', 'round', 'mice', 'importance', 'hist', 'str', 'desc', 'set.seed', 'factor', 'colnames', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'row.names', 'c', 'aes', 'mutate', 'reorder', 'sum', 'plot', 'legend', 'predict', 'write.csv', 'bind_rows', 'data.frame', 'ggplot', 'head', 'library']"
juturu97-exploring-survival-on-the-titanic,0.744,"['filter', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'bind_rows', 'dense_rank', 'desc', 'mutate', 'aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme_few', 'hist', 'legend', 'mosaicplot', 'par', 'plot', 'complete', 'md.pattern', 'mice', 'importance', 'randomForest', 'dollar_format', 'median', 'predict', 'reorder', 'read.csv', 'str', 'write.csv']","['ggplot2', 'ggthemes', 'scales', 'dplyr', 'mice', 'randomForest', 'base']",28.5836958885193,"['labs', 'complete', 'geom_text', 'median', 'lapply', 'md.pattern', 'coord_flip', 'cat', 'dense_rank', 'str', 'is.na', 'names', 'geom_boxplot', 'scale_x_continuous', 'theme_few', 'as.factor', 'filter', 'sapply', 'round', 'geom_histogram', 'hist', 'mosaicplot', 'geom_hline', 'desc', 'set.seed', 'gsub', 'mice', 'factor', 'colnames', 'importance', 'geom_bar', 'read.csv', 'paste0', 'table', 'par', 'randomForest', 'scale_y_continuous', 'row.names', 'c', 'aes', 'mutate', 'paste', 'geom_vline', 'sum', 'plot', 'legend', 'dollar_format', 'predict', 'reorder', 'bind_rows', 'write.csv', 'data.frame', 'nlevels', 'strsplit', 'ggplot', 'geom_density', 'library', 'facet_grid']"
overdose-titanic-basic-modelling,0.758,"['data.frame', 'library', 'summary', 'system', 'table', 'rpart', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'readr', 'rpart', 'base']",0.862740993499756,"['predict', 'write.csv', 'data.frame', 'read.csv', 'table', 'summary', 'rpart', 'library', 'system']"
albyedw-titanic-competition,0.734,"['as.character', 'as.factor', 'as.integer', 'c', 'class', 'data.frame', 'expand.grid', 'factor', 'floor', 'is.na', 'length', 'levels', 'library', 'list.files', 'nrow', 'print', 'sample', 'set.seed', 'substr', 'train', 'trainControl', 'aes', 'geom_boxplot', 'ggplot', 'plot', 'barchart', 'randomForest', 'read_csv', 'median', 'predict', 'head', 'write.csv']","['tidyverse', 'readr', 'ggplot2', 'lattice', 'randomForest', 'caret', 'base']",1.30928958654404,"['nrow', 'median', 'as.character', 'is.na', 'levels', 'geom_boxplot', 'print', 'class', 'expand.grid', 'as.factor', 'set.seed', 'factor', 'as.integer', 'length', 'barchart', 'randomForest', 'read_csv', 'train', 'c', 'aes', 'sample', 'plot', 'predict', 'write.csv', 'list.files', 'data.frame', 'ggplot', 'head', 'substr', 'library', 'trainControl', 'floor']"
nshrest-titanic-a-very-first-step-54f223,0.77,"['as.factor', 'c', 'cbind', 'data.frame', 'is.na', 'library', 'mean', 'print', 'sapply', 'sum', 'corrplot', 'bind_rows', 'aes', 'facet_grid', 'geom_boxplot', 'geom_hline', 'ggplot', 'randomForest', 'cor', 'predict', 'read.csv', 'write.csv']","['ggplot2', 'readr', 'dplyr', 'corrplot', 'randomForest', 'base']",2.32728099822998,"['mean', 'cor', 'is.na', 'corrplot', 'geom_boxplot', 'print', 'as.factor', 'sapply', 'geom_hline', 'read.csv', 'randomForest', 'c', 'aes', 'sum', 'predict', 'write.csv', 'bind_rows', 'data.frame', 'ggplot', 'library', 'cbind', 'facet_grid']"
vasuls-predictive-analysis-of-survival-rate-on-titanic,0.758,"['as.integer', 'c', 'cut', 'data.frame', 'factor', 'is.na', 'length', 'library', 'mean', 'names', 'nchar', 'options', 'rbind', 'rep', 'round', 'sample', 'set.seed', 'strsplit', 'sum', 'table', 'tapply', 'svm', 'aes', 'geom_density', 'geom_histogram', 'geom_vline', 'ggplot', 'barplot', 'hist', 'par', 'randomForest', 'rpart', 'glm', 'median', 'na.omit', 'predict', 'head', 'read.csv', 'str', 'write.csv']","['dplyr', 'ggplot2', 'ggthemes', 'randomForest', 'rpart', 'e1071', 'base']",2.74064993858337,"['mean', 'median', 'nchar', 'svm', 'is.na', 'glm', 'names', 'options', 'na.omit', 'rpart', 'round', 'rep', 'geom_histogram', 'hist', 'str', 'set.seed', 'factor', 'as.integer', 'cut', 'length', 'read.csv', 'table', 'par', 'randomForest', 'c', 'aes', 'rbind', 'sample', 'geom_vline', 'sum', 'predict', 'write.csv', 'data.frame', 'strsplit', 'tapply', 'ggplot', 'geom_density', 'head', 'library', 'barplot']"
goblin-titanic-test,0.758,"['addFeatures', 'addTitle', 'as.factor', 'data.frame', 'is.na', 'library', 'regexpr', 'return', 'rpart', 'median', 'predict', 'read.csv', 'write.csv']","['rpart', 'base']",0.693688869476318,"['predict', 'write.csv', 'regexpr', 'median', 'data.frame', 'read.csv', 'rpart', 'as.factor', 'user defined', 'library', 'return', 'is.na']"
